My Spark params as displayed in Assistant	My Default Value	< dif >	wm100 v3.2.34.25 (from cfg file)	< dif >	wm100 v3.2.37.20 (from cfg file)
g_config_airport_limit_cfg_cfg_h1[FLY_LIMIT_TYPE_SPECIAL]	20		g_config_airport_limit_cfg_cfg_h1[FLY_LIMIT_TYPE_SPECIAL]		g_config_airport_limit_cfg_cfg_h1[FLY_LIMIT_TYPE_SPECIAL]
g_config_airport_limit_cfg_cfg_angle[FLY_LIMIT_TYPE_AIRPORT]	15		g_config_airport_limit_cfg_cfg_angle[FLY_LIMIT_TYPE_AIRPORT]		g_config_airport_limit_cfg_cfg_angle[FLY_LIMIT_TYPE_AIRPORT]
g_config_airport_limit_cfg_cfg_angle[FLY_LIMIT_TYPE_SPECIAL]	89.8000030517578		g_config_airport_limit_cfg_cfg_angle[FLY_LIMIT_TYPE_SPECIAL]		g_config_airport_limit_cfg_cfg_angle[FLY_LIMIT_TYPE_SPECIAL]
g_config_gear_cfg_gear_sensor_offset[0]	0		g_config_gear_cfg_gear_sensor_offset[0]		g_config_gear_cfg_gear_sensor_offset[0]
g_config_gear_cfg_gear_sensor_offset[1]	0		g_config_gear_cfg_gear_sensor_offset[1]		g_config_gear_cfg_gear_sensor_offset[1]
g_config_gear_cfg_gear_sensor_offset[2]	0		g_config_gear_cfg_gear_sensor_offset[2]		g_config_gear_cfg_gear_sensor_offset[2]
		< * >	g_config_imu_direction_matrix[0][0]	< * >	
		< * >	g_config_imu_direction_matrix[0][1]	< * >	
		< * >	g_config_imu_direction_matrix[0][2]	< * >	
		< * >	g_config_imu_direction_matrix[1][0]	< * >	
		< * >	g_config_imu_direction_matrix[1][1]	< * >	
		< * >	g_config_imu_direction_matrix[1][2]	< * >	
		< * >	g_config_imu_direction_matrix[2][0]	< * >	
		< * >	g_config_imu_direction_matrix[2][1]	< * >	
		< * >	g_config_imu_direction_matrix[2][2]	< * >	
g_config_bat_config_auth_enable	1		g_config_bat_config_auth_enable	< * >	
g_config_bat_config_sop_type	3		g_config_bat_config_sop_type		g_config_bat_config_sop_type
g_config_bat_config_over_temperature_protect_enable	1		g_config_bat_config_over_temperature_protect_enable		g_config_bat_config_over_temperature_protect_enable
g_config_bat_config_emergency_capacity	0		g_config_bat_config_emergency_capacity		g_config_bat_config_emergency_capacity
g_config_bat_config_emergency_voltage	3000		g_config_bat_config_emergency_voltage		g_config_bat_config_emergency_voltage
g_config_bat_config_lower_limit_power	45		g_config_bat_config_lower_limit_power		g_config_bat_config_lower_limit_power
g_config_bat_config_enable_new_smart_battery	1		g_config_bat_config_enable_new_smart_battery		g_config_bat_config_enable_new_smart_battery
g_config_bat_config_go_home_current	5500		g_config_bat_config_go_home_current		g_config_bat_config_go_home_current
g_config_bat_config_max_bat_power	145		g_config_bat_config_max_bat_power		g_config_bat_config_max_bat_power
g_config_bat_config_lower_limit_temperature	-100		g_config_bat_config_lower_limit_temperature		g_config_bat_config_lower_limit_temperature
g_config_bat_config_check_fake_single_mode	0		g_config_bat_config_check_fake_single_mode		g_config_bat_config_check_fake_single_mode
g_config_bat_config_enable_cap2_portect	0		g_config_bat_config_enable_cap2_portect		g_config_bat_config_enable_cap2_portect
				< * >	g_config_bat_config_enable_smart_bat_landing_portect
g_config_sim_reset_by_reboot	1		g_config_sim_reset_by_reboot		g_config_sim_reset_by_reboot
g_config_sim_multi_fre	2		g_config_sim_multi_fre		g_config_sim_multi_fre
g_config_sim_hil_mode_flag	0		g_config_sim_hil_mode_flag		g_config_sim_hil_mode_flag
g_config_sim_hil_rc_type	0		g_config_sim_hil_rc_type		g_config_sim_hil_rc_type
SIM_GPS_DATE	201509060		SIM_GPS_DATE		SIM_GPS_DATE
SIM_GPS_TIME	120000		SIM_GPS_TIME		SIM_GPS_TIME
SIM_GPS_HMSL	2000		SIM_GPS_HMSL		SIM_GPS_HMSL
sim_model_parameter_aircraft_para_mass	1.20000004768372		sim_model_parameter_aircraft_para_mass		sim_model_parameter_aircraft_para_mass
sim_model_parameter_aircraft_para_inertia[0]	0.0120000001043081		sim_model_parameter_aircraft_para_inertia[0]		sim_model_parameter_aircraft_para_inertia[0]
sim_model_parameter_aircraft_para_inertia[1]	0.0120000001043081		sim_model_parameter_aircraft_para_inertia[1]		sim_model_parameter_aircraft_para_inertia[1]
sim_model_parameter_aircraft_para_inertia[2]	0.0240000002086163		sim_model_parameter_aircraft_para_inertia[2]		sim_model_parameter_aircraft_para_inertia[2]
sim_model_parameter_aircraft_para_arm_length	0.224999994039536		sim_model_parameter_aircraft_para_arm_length		sim_model_parameter_aircraft_para_arm_length
sim_model_parameter_motor_para[0]_I_max	2000		sim_model_parameter_motor_para[0]_I_max		sim_model_parameter_motor_para[0]_I_max
sim_model_parameter_motor_para[0]_I_min	-100		sim_model_parameter_motor_para[0]_I_min		sim_model_parameter_motor_para[0]_I_min
sim_model_parameter_motor_para[0]_kv	8000		sim_model_parameter_motor_para[0]_kv		sim_model_parameter_motor_para[0]_kv
sim_model_parameter_motor_para[0]_volt_max	1230		sim_model_parameter_motor_para[0]_volt_max		sim_model_parameter_motor_para[0]_volt_max
sim_model_parameter_motor_para[0]_Inertia_motor	3.61499996870407e-06		sim_model_parameter_motor_para[0]_Inertia_motor		sim_model_parameter_motor_para[0]_Inertia_motor
sim_model_parameter_motor_para[0]_Inertia_prop	2.00300000869902e-05		sim_model_parameter_motor_para[0]_Inertia_prop		sim_model_parameter_motor_para[0]_Inertia_prop
sim_model_parameter_sensor_para_imu_delay	0		sim_model_parameter_sensor_para_imu_delay		sim_model_parameter_sensor_para_imu_delay
sim_model_parameter_sensor_para_gyro_delay	0		sim_model_parameter_sensor_para_gyro_delay		sim_model_parameter_sensor_para_gyro_delay
g_status_esc_Mx_connect_status[0]	1		g_status_esc_Mx_connect_status[0]		g_status_esc_Mx_connect_status[0]
g_status_esc_Mx_connect_status[1]	1		g_status_esc_Mx_connect_status[1]		g_status_esc_Mx_connect_status[1]
g_status_esc_Mx_connect_status[2]	1		g_status_esc_Mx_connect_status[2]		g_status_esc_Mx_connect_status[2]
g_status_esc_Mx_connect_status[3]	1		g_status_esc_Mx_connect_status[3]		g_status_esc_Mx_connect_status[3]
g_status_esc_Mx_connect_status[4]	0		g_status_esc_Mx_connect_status[4]		g_status_esc_Mx_connect_status[4]
g_status_esc_Mx_connect_status[5]	0		g_status_esc_Mx_connect_status[5]		g_status_esc_Mx_connect_status[5]
g_status_esc_Mx_connect_status[6]	0		g_status_esc_Mx_connect_status[6]		g_status_esc_Mx_connect_status[6]
g_status_esc_Mx_connect_status[7]	0		g_status_esc_Mx_connect_status[7]		g_status_esc_Mx_connect_status[7]
g_status_farm_app_stop_motor_start	0		g_status_farm_app_stop_motor_start		g_status_farm_app_stop_motor_start
g_status_farm_clear_AB_msg	0		g_status_farm_clear_AB_msg		g_status_farm_clear_AB_msg
g_status_exgps0_hw_type	0		g_status_exgps0_hw_type		g_status_exgps0_hw_type
g_status_exgps1_hw_type	0		g_status_exgps1_hw_type		g_status_exgps1_hw_type
g_status_exgps2_hw_type	0		g_status_exgps2_hw_type		g_status_exgps2_hw_type
mag0_mod_stdvar	20.9012851715088		mag0_mod_stdvar		mag0_mod_stdvar
mag1_mod_stdvar	0		mag1_mod_stdvar		mag1_mod_stdvar
mag2_mod_stdvar	0		mag2_mod_stdvar		mag2_mod_stdvar
mag0_mod	1873.74645996094		mag0_mod		mag0_mod
mag1_mod	0		mag1_mod		mag1_mod
mag2_mod	0		mag2_mod		mag2_mod
mag0_noise_large_flag	0		mag0_noise_large_flag		mag0_noise_large_flag
mag1_noise_large_flag	0		mag1_noise_large_flag		mag1_noise_large_flag
mag2_noise_large_flag	0		mag2_noise_large_flag		mag2_noise_large_flag
g_cfg_debug_var_hash_value	0		g_cfg_debug_var_hash_value	< * >	
